T1: 1(0.65), 3(0.74), 5(0.83), 7(0.6), 9(0.61), 11(0.93), 13(0.76), 15(0.74), 17(0.8), 19(0.5), 21(0.58), 23(0.58), 25(0.86), 27(0.75), 29(0.85), 31(0.53), 34(0.68), 36(0.7), 38(0.62), 40(0.86), 42(0.65), 44(0.58), 46(0.67), 48(0.74), 50(0.66), 52(0.67), 54(0.89), 56(0.51), 58(0.86), 60(0.88), 62(0.93), 64(0.55), 66(0.78), 68(0.74), 70(0.74), 72(0.91), 74(0.69)
T53: 1(0.6), 4(0.67), 5(0.98), 7(0.58), 9(0.71), 11(0.81), 13(0.81), 15(0.8), 17(0.6), 19(0.55), 21(0.92), 24(0.62), 25(0.9), 27(0.96), 29(0.84), 32(0.89), 34(0.53), 36(0.76), 38(0.82), 40(0.62), 42(0.62), 44(0.68), 46(0.5), 48(0.58), 51(0.59), 52(0.53), 54(0.96), 56(0.87), 58(0.95), 60(0.72), 62(0.69), 64(0.6), 66(0.7), 68(0.7), 70(0.89), 72(0.92), 74(0.51)
T54: 1(0.61), 4(0.57), 5(0.99), 7(0.69), 9(0.86), 11(1.0), 13(0.86), 15(0.77), 17(0.67), 19(0.9), 21(0.87), 24(0.83), 25(0.63), 27(0.76), 29(0.79), 32(0.71), 34(0.85), 36(0.6), 38(0.54), 40(0.82), 42(0.6), 44(0.76), 46(0.67), 48(0.56), 51(0.84), 52(0.84), 54(0.66), 56(0.83), 58(0.74), 60(0.64), 62(0.61), 65(0.56), 66(0.97), 68(0.66), 70(0.77), 72(0.81), 74(0.87)
T55: 1(0.68), 4(0.63), 5(0.74), 7(0.54), 9(0.71), 11(0.98), 13(0.92), 16(0.89), 17(0.95), 19(0.81), 21(0.56), 24(0.74), 25(0.76), 27(0.97), 29(0.57), 32(0.64), 34(0.54), 36(0.76), 38(0.91), 40(0.65), 42(0.86), 44(0.93), 46(0.79), 48(0.69), 51(0.52), 52(0.9), 54(0.77), 56(0.73), 58(0.6), 60(0.65), 62(0.91), 64(0.77), 66(0.83), 68(0.7), 70(0.66), 72(0.51), 74(0.97)
T56: 1(0.8), 4(0.72), 5(0.94), 7(0.65), 9(0.91), 11(0.51), 13(0.65), 15(0.7), 17(0.78), 19(0.87), 21(0.87), 24(0.56), 25(0.89), 27(0.79), 29(0.83), 33(0.7), 34(0.93), 36(0.71), 38(0.58), 40(0.83), 42(0.74), 44(0.76), 46(0.9), 48(0.73), 50(0.82), 52(0.81), 54(0.89), 56(0.91), 58(0.61), 60(0.96), 62(0.93), 64(0.75), 66(0.54), 68(0.97), 70(0.96), 73(0.77), 74(0.57)
T57: 1(0.52), 4(0.96), 5(0.77), 7(1.0), 9(0.84), 11(0.63), 13(0.79), 15(0.8), 17(0.76), 19(0.81), 21(0.92), 24(0.93), 25(0.52), 27(0.63), 29(0.66), 32(0.61), 34(0.73), 36(0.86), 38(0.79), 40(0.87), 42(0.64), 44(0.95), 46(0.77), 48(0.83), 51(0.59), 52(0.6), 54(0.53), 56(0.56), 58(0.63), 60(0.98), 62(0.73), 64(0.91), 66(0.65), 68(0.52), 70(0.53), 73(0.62), 74(0.64)
T58: 1(0.81), 4(0.86), 5(0.9), 7(0.64), 9(0.89), 11(0.88), 13(0.52), 15(0.87), 17(0.91), 19(0.92), 21(0.51), 24(0.95), 25(0.74), 27(0.63), 29(0.68), 33(0.91), 34(0.62), 36(0.69), 38(0.52), 40(0.55), 42(0.87), 44(0.51), 46(0.98), 48(0.98), 51(0.75), 52(0.52), 54(0.69), 56(0.58), 58(0.98), 60(0.6), 62(0.53), 64(0.61), 66(0.9), 68(0.59), 70(0.56), 73(0.66), 74(0.91)
T59: 1(0.55), 3(0.85), 5(0.83), 7(0.78), 9(0.83), 11(0.52), 13(0.96), 15(0.85), 17(0.58), 19(0.87), 21(0.59), 23(0.65), 25(0.96), 27(0.88), 29(0.57), 31(0.9), 34(0.92), 36(0.52), 39(0.79), 40(0.55), 42(0.79), 44(0.5), 46(0.88), 48(0.87), 50(0.99), 52(0.99), 54(0.97), 56(0.68), 58(0.65), 60(0.56), 62(0.65), 64(0.58), 66(0.97), 68(0.88), 70(0.61), 72(0.74), 74(0.67)
T60: 1(0.56), 3(0.8), 5(0.86), 7(0.88), 9(0.93), 11(0.96), 13(0.56), 15(0.59), 17(0.66), 19(0.93), 21(0.57), 23(0.59), 25(0.8), 27(0.68), 29(0.79), 31(0.66), 34(0.56), 36(0.8), 39(0.75), 40(0.69), 42(0.89), 44(0.66), 46(0.51), 48(0.89), 50(0.66), 52(0.93), 54(0.93), 56(0.76), 58(0.92), 60(0.92), 62(0.62), 64(0.6), 66(0.72), 68(0.92), 71(0.93), 72(0.78), 74(0.96)
T61: 1(0.51), 3(0.53), 5(0.72), 7(0.81), 9(0.87), 12(0.95), 13(0.51), 15(0.93), 17(0.98), 19(0.61), 21(0.56), 23(0.56), 25(0.74), 27(0.52), 29(0.78), 31(0.51), 34(0.83), 36(0.79), 39(0.71), 40(0.78), 42(0.8), 44(0.89), 46(0.84), 48(0.65), 50(0.53), 52(0.69), 54(0.58), 56(0.7), 58(0.71), 60(0.67), 62(0.77), 64(1.0), 66(0.95), 68(0.91), 70(0.54), 72(0.68), 74(0.64)
T62: 1(0.99), 3(0.59), 5(0.6), 7(0.9), 9(0.65), 12(0.76), 13(0.75), 16(0.84), 17(0.82), 19(0.75), 21(0.91), 23(0.92), 25(0.97), 27(0.62), 29(0.82), 31(0.64), 34(0.95), 36(0.73), 39(0.84), 40(0.84), 42(0.58), 44(0.99), 46(0.96), 48(0.61), 50(0.51), 52(0.92), 54(0.55), 56(0.88), 58(0.83), 60(0.94), 62(0.93), 64(0.69), 66(0.7), 68(0.57), 70(0.87), 72(0.62), 74(0.51)
T63: 1(0.54), 3(0.58), 5(0.69), 7(0.56), 9(0.84), 12(0.54), 13(0.91), 16(0.78), 17(0.95), 19(0.58), 21(0.66), 23(0.53), 25(0.98), 27(0.71), 29(0.69), 31(0.7), 34(0.79), 36(0.9), 39(0.92), 40(0.87), 42(0.81), 44(0.66), 46(0.61), 48(0.93), 50(0.72), 52(0.54), 54(0.96), 56(0.6), 58(0.96), 60(0.58), 62(0.7), 64(0.68), 66(0.88), 68(0.98), 71(0.64), 72(0.59), 74(0.64)
T64: 1(0.87), 3(0.64), 5(0.98), 7(0.57), 9(0.86), 11(0.75), 13(0.86), 15(0.73), 17(0.82), 19(0.68), 21(0.84), 23(0.88), 25(0.68), 27(0.68), 29(0.88), 31(0.67), 34(0.69), 36(0.52), 39(0.72), 40(0.95), 42(0.9), 44(0.81), 46(0.71), 48(0.69), 51(0.82), 52(0.95), 54(0.79), 56(0.93), 58(0.76), 60(0.78), 62(0.53), 64(0.69), 66(0.71), 68(0.81), 70(0.86), 72(0.86), 74(0.59)
T65: 1(0.51), 3(0.64), 5(0.9), 7(0.71), 9(0.74), 11(0.86), 13(1.0), 15(0.78), 17(0.68), 19(0.71), 21(0.56), 23(0.61), 25(0.63), 27(0.62), 29(0.96), 31(0.6), 34(0.56), 36(0.66), 39(0.88), 40(0.6), 42(0.54), 44(0.8), 46(0.96), 48(0.65), 51(0.53), 52(0.6), 54(0.78), 56(0.61), 58(0.54), 60(0.71), 62(0.75), 64(0.72), 66(0.79), 68(0.65), 71(1.0), 72(0.56), 74(0.69)
T66: 1(0.56), 3(0.86), 5(0.98), 7(0.61), 9(0.57), 12(0.72), 13(0.55), 15(0.74), 17(0.51), 19(0.93), 21(0.76), 23(0.69), 25(0.97), 27(0.66), 29(0.63), 31(0.66), 34(0.94), 36(0.52), 39(0.96), 40(0.8), 42(0.75), 44(0.85), 46(0.92), 48(0.65), 51(0.59), 52(0.86), 54(0.58), 56(0.51), 58(0.61), 60(0.54), 62(0.56), 64(0.55), 66(0.63), 68(0.8), 70(0.67), 72(0.84), 74(0.78)
T67: 1(0.56), 3(0.89), 5(0.75), 7(0.53), 9(0.64), 11(0.59), 13(0.62), 15(0.95), 17(0.7), 19(0.66), 21(0.87), 23(0.73), 25(0.71), 27(0.87), 29(0.88), 31(0.77), 34(0.52), 36(0.95), 39(0.93), 40(0.56), 42(0.83), 44(0.99), 46(0.95), 48(0.64), 51(0.64), 52(0.81), 54(0.91), 56(0.7), 58(0.65), 60(0.66), 63(0.81), 64(0.53), 66(0.69), 68(0.97), 71(0.5), 72(0.93), 74(0.8)
T68: 1(0.94), 3(0.65), 5(0.65), 7(0.83), 9(0.56), 12(0.51), 13(0.64), 16(0.55), 17(0.78), 19(0.87), 21(0.57), 23(0.73), 25(0.82), 27(0.7), 29(0.66), 31(0.7), 34(0.94), 36(0.81), 39(0.8), 40(0.66), 42(0.95), 44(0.89), 46(0.61), 48(0.63), 51(0.63), 52(0.55), 54(0.72), 56(0.7), 58(0.98), 60(0.9), 62(0.54), 64(0.56), 66(0.63), 68(0.99), 70(0.56), 72(0.78), 74(0.91)
T69: 1(0.8), 3(0.82), 5(0.51), 7(0.93), 9(0.76), 12(0.65), 13(0.55), 16(0.78), 17(0.84), 19(0.94), 21(0.99), 23(0.89), 25(0.75), 27(0.81), 29(0.52), 31(0.84), 34(0.83), 36(0.72), 39(0.99), 40(0.75), 42(0.81), 44(0.94), 46(0.97), 48(0.95), 51(0.51), 52(0.91), 54(0.59), 56(0.77), 58(0.97), 60(0.84), 62(0.56), 64(0.8), 66(0.5), 68(0.55), 71(0.64), 72(0.5), 74(0.64)
T70: 1(0.59), 3(0.53), 5(0.88), 7(0.56), 9(0.63), 11(0.85), 13(0.73), 15(0.7), 17(0.85), 19(0.68), 21(0.89), 23(0.51), 25(0.84), 27(0.63), 29(0.9), 31(0.85), 34(0.56), 36(0.63), 39(0.81), 40(0.88), 42(0.56), 44(0.83), 46(0.78), 48(0.82), 51(0.68), 52(0.92), 54(0.69), 56(0.75), 58(0.74), 60(0.82), 62(0.89), 64(0.54), 66(0.74), 69(0.78), 71(0.54), 72(0.71), 74(0.5)
T71: 1(0.84), 3(0.82), 5(0.68), 7(0.52), 9(0.64), 11(1.0), 13(0.53), 15(0.88), 17(0.51), 19(1.0), 21(0.84), 24(0.97), 25(0.66), 27(0.68), 29(0.91), 31(0.84), 34(0.85), 36(0.5), 39(0.59), 40(0.86), 42(0.55), 44(0.97), 46(0.5), 48(0.57), 50(0.65), 52(0.66), 54(0.88), 56(0.99), 58(0.59), 60(0.9), 62(0.77), 64(0.72), 66(0.89), 68(0.69), 71(0.79), 72(0.91), 74(0.66)
T72: 1(0.67), 3(0.83), 5(0.51), 7(0.54), 9(0.99), 11(0.85), 13(0.93), 15(0.63), 17(0.7), 19(0.94), 21(0.88), 24(0.8), 25(0.98), 27(0.71), 29(0.82), 31(0.72), 34(0.55), 36(0.58), 39(0.8), 40(1.0), 42(0.53), 44(0.55), 46(0.71), 48(0.72), 50(0.73), 52(0.96), 54(0.95), 56(0.8), 58(0.86), 60(0.83), 62(0.78), 65(0.55), 66(0.69), 68(0.8), 71(0.52), 72(0.66), 74(0.91)
T73: 1(0.53), 3(0.53), 5(0.97), 7(0.54), 9(0.88), 12(0.81), 13(0.54), 15(0.82), 17(0.69), 19(0.97), 21(0.77), 24(0.65), 25(0.89), 27(0.61), 29(0.59), 31(0.55), 34(0.65), 36(0.76), 39(0.81), 40(0.98), 42(0.95), 44(0.53), 46(0.93), 48(0.75), 50(0.56), 52(0.91), 54(0.61), 56(0.95), 58(0.56), 60(0.77), 62(0.57), 65(0.65), 66(0.85), 68(0.84), 71(0.51), 72(0.98), 74(0.99)
T74: 1(0.88), 3(0.88), 5(0.67), 7(0.86), 10(0.58), 12(1.0), 13(0.71), 15(0.71), 17(0.69), 19(0.79), 21(0.88), 24(0.75), 25(0.68), 27(0.9), 29(0.95), 31(0.71), 34(0.77), 36(0.98), 39(0.78), 40(0.54), 42(0.52), 44(0.7), 46(0.93), 48(0.81), 50(0.8), 52(0.54), 54(0.75), 56(0.51), 58(0.57), 60(0.53), 62(0.65), 65(0.8), 66(0.91), 68(0.92), 71(0.88), 72(0.86), 74(0.71)
T75: 1(0.85), 3(0.88), 5(0.68), 7(0.84), 9(0.99), 12(0.7), 13(0.94), 16(0.98), 17(0.57), 19(0.59), 21(0.97), 24(0.87), 25(0.94), 27(0.53), 29(0.61), 31(0.85), 34(0.92), 36(0.72), 39(0.85), 40(0.99), 42(0.85), 44(0.91), 46(0.96), 48(0.97), 50(0.5), 52(0.92), 54(0.67), 56(0.78), 58(0.52), 60(0.71), 62(0.66), 64(0.95), 66(0.64), 68(0.66), 71(0.8), 72(0.76), 74(0.63)
T76: 1(0.75), 3(0.83), 5(0.51), 7(0.73), 9(0.9), 11(0.85), 13(0.51), 15(0.58), 17(0.58), 19(0.53), 21(0.86), 24(0.89), 25(0.81), 27(0.72), 29(0.96), 31(0.86), 34(0.56), 36(0.56), 39(0.79), 40(0.89), 42(0.84), 44(0.9), 46(1.0), 48(0.93), 51(0.77), 52(0.75), 54(0.59), 56(0.94), 58(0.68), 60(0.69), 62(0.96), 64(0.81), 66(0.96), 68(0.81), 71(0.56), 72(0.55), 74(0.54)
T77: 1(0.55), 3(0.99), 5(0.68), 7(0.89), 9(0.71), 12(0.55), 13(0.74), 15(0.83), 17(0.93), 19(0.99), 21(0.74), 24(0.58), 25(0.81), 27(0.9), 29(0.65), 31(0.79), 34(0.55), 36(0.98), 39(0.5), 40(0.95), 42(0.91), 44(0.56), 46(0.55), 48(0.6), 51(0.86), 52(0.77), 54(0.59), 56(0.76), 58(0.85), 60(0.99), 62(0.92), 64(0.91), 66(0.72), 68(0.56), 71(0.78), 72(0.96), 74(0.57)
T78: 1(0.88), 3(0.61), 5(0.57), 7(0.84), 9(0.63), 11(0.77), 13(0.67), 15(0.78), 17(0.97), 19(0.82), 21(0.69), 24(0.85), 25(0.92), 27(0.58), 29(0.59), 31(0.68), 34(0.9), 36(0.63), 39(0.6), 40(0.67), 42(0.99), 44(0.84), 46(0.96), 48(1.0), 51(0.54), 52(0.67), 54(0.53), 56(0.93), 58(0.84), 60(0.61), 62(0.93), 65(0.51), 66(0.89), 68(0.87), 71(0.52), 72(0.72), 74(0.87)
T79: 1(0.79), 3(0.78), 5(0.61), 7(0.88), 9(0.71), 12(0.87), 13(0.72), 16(0.76), 17(0.93), 19(0.73), 21(0.88), 24(0.93), 25(0.98), 27(0.52), 29(0.9), 31(0.67), 34(0.76), 36(0.81), 39(0.92), 40(0.72), 42(0.82), 44(0.91), 46(0.75), 48(0.88), 51(0.64), 52(0.91), 54(0.56), 56(0.86), 58(0.94), 60(0.58), 62(0.78), 64(0.53), 66(0.79), 68(0.72), 71(0.67), 72(0.67), 74(0.76)
T80: 1(0.56), 3(0.96), 5(0.82), 7(0.87), 9(0.94), 11(0.81), 13(0.97), 15(0.84), 17(0.66), 19(0.94), 21(0.5), 24(0.54), 25(0.63), 27(0.62), 29(0.85), 31(0.98), 34(0.64), 36(0.99), 39(0.84), 40(0.73), 42(0.97), 44(0.6), 46(0.64), 48(0.67), 50(0.91), 52(0.52), 54(0.7), 56(0.59), 58(0.92), 60(0.83), 62(0.64), 65(0.51), 66(0.97), 68(1.0), 71(0.56), 73(0.52), 74(0.89)
T81: 1(0.52), 3(0.75), 5(0.96), 7(0.64), 9(0.58), 11(0.85), 13(0.6), 15(0.63), 17(0.8), 19(0.76), 21(0.88), 24(0.52), 25(0.57), 27(0.79), 29(0.96), 31(0.64), 34(0.73), 36(0.58), 39(0.96), 40(0.86), 42(0.55), 44(0.81), 46(0.68), 48(0.7), 50(0.83), 52(0.56), 54(0.68), 56(0.57), 58(0.82), 60(0.9), 62(0.64), 65(0.92), 66(0.76), 69(0.91), 71(0.68), 73(0.94), 74(0.51)
T82: 1(0.9), 3(1.0), 5(0.76), 7(0.76), 9(0.55), 11(0.54), 13(0.89), 15(0.93), 17(0.66), 19(0.51), 21(0.63), 24(0.75), 25(0.64), 27(0.91), 29(0.54), 31(0.62), 34(0.85), 36(0.67), 39(0.78), 40(0.85), 42(0.58), 44(0.88), 46(0.91), 48(0.99), 51(0.76), 52(0.6), 54(0.81), 56(0.54), 58(0.64), 60(0.68), 62(0.51), 65(0.83), 66(0.93), 68(0.9), 71(0.79), 73(0.56), 74(0.99)
T83: 1(0.5), 3(0.51), 5(0.7), 7(0.75), 9(0.72), 11(0.65), 13(0.78), 15(0.56), 17(0.64), 19(0.58), 21(0.75), 24(0.73), 25(0.85), 27(0.9), 29(0.58), 31(0.65), 34(0.96), 36(0.64), 39(0.86), 40(0.65), 42(0.99), 44(0.65), 46(0.78), 48(0.92), 51(0.87), 52(0.57), 54(0.78), 56(0.7), 58(0.77), 60(0.95), 62(0.64), 65(0.6), 66(0.79), 69(0.68), 71(0.86), 73(0.98), 74(0.76)
T84: 1(0.82), 3(0.98), 5(0.67), 7(0.7), 9(0.88), 11(0.95), 13(0.72), 15(0.9), 17(0.97), 19(0.57), 21(0.63), 24(1.0), 25(0.59), 27(0.79), 29(0.94), 32(0.89), 34(0.88), 36(0.61), 39(0.93), 40(0.87), 42(0.97), 44(0.52), 46(1.0), 48(0.6), 50(0.71), 52(0.72), 54(0.79), 56(0.91), 58(0.83), 60(0.63), 62(0.6), 64(0.93), 66(0.74), 68(0.96), 70(0.84), 72(0.69), 74(0.62)
T85: 1(0.67), 3(0.52), 5(0.73), 7(0.99), 9(0.58), 11(0.54), 13(0.83), 15(0.52), 17(0.6), 19(0.68), 21(0.66), 24(0.84), 25(0.84), 27(0.53), 29(0.64), 32(0.72), 34(0.61), 36(0.77), 39(0.8), 40(0.68), 42(0.73), 44(0.66), 46(1.0), 48(0.88), 50(0.95), 52(0.74), 54(0.54), 56(0.71), 58(0.71), 60(0.6), 62(0.87), 65(0.82), 66(0.73), 68(0.51), 71(0.88), 72(0.96), 74(0.59)
T86: 1(0.9), 3(0.83), 5(0.97), 7(0.59), 9(0.64), 11(0.97), 13(0.57), 15(0.95), 17(0.9), 19(0.7), 21(0.66), 24(0.57), 25(0.89), 27(0.73), 29(0.67), 32(0.89), 34(0.9), 36(0.59), 39(0.62), 40(0.54), 43(0.84), 44(0.51), 46(0.51), 48(0.77), 50(0.75), 52(0.52), 54(0.55), 56(0.97), 58(0.56), 60(0.67), 62(0.51), 65(0.99), 66(0.72), 68(0.71), 70(0.75), 72(0.71), 74(0.9)
T87: 1(0.9), 3(0.7), 5(0.82), 7(0.84), 9(0.57), 12(0.67), 13(0.52), 16(0.6), 17(0.79), 19(0.81), 21(0.93), 24(0.83), 25(0.57), 27(0.8), 29(0.63), 32(0.92), 34(0.52), 36(0.83), 39(0.92), 40(0.75), 42(0.84), 44(0.73), 46(0.56), 48(0.5), 50(0.81), 52(0.61), 54(0.81), 56(0.57), 58(1.0), 60(0.57), 62(0.84), 64(0.62), 66(0.65), 68(0.91), 70(0.99), 72(0.58), 74(0.68)
T88: 1(0.59), 3(0.6), 5(0.96), 7(0.76), 9(0.85), 12(0.91), 13(0.59), 16(0.65), 17(0.75), 19(0.84), 21(0.86), 24(0.75), 25(0.87), 27(0.58), 29(0.63), 32(0.55), 34(0.64), 36(0.79), 39(0.71), 40(0.83), 42(0.89), 44(0.62), 46(0.83), 48(0.62), 50(0.74), 52(0.69), 54(0.87), 56(0.92), 58(0.57), 60(0.62), 62(0.84), 64(0.56), 66(0.75), 68(0.79), 71(0.59), 72(0.6), 74(0.58)
T89: 1(0.68), 3(0.9), 5(0.52), 7(0.72), 9(0.63), 11(0.82), 13(0.9), 15(0.51), 17(0.78), 19(0.6), 21(0.54), 24(0.95), 25(0.64), 27(0.81), 29(0.91), 32(0.66), 34(0.59), 36(0.55), 39(0.65), 40(0.55), 42(0.87), 44(0.65), 46(0.86), 48(0.51), 51(0.52), 52(0.96), 54(0.53), 56(0.6), 58(0.58), 60(0.85), 62(0.54), 64(0.82), 66(0.97), 68(0.5), 70(0.69), 72(0.8), 74(0.9)
T90: 1(0.79), 3(0.62), 5(0.6), 7(0.78), 9(0.68), 11(0.68), 13(0.92), 15(0.89), 17(0.52), 19(0.57), 21(0.96), 24(0.57), 25(0.91), 27(0.59), 29(0.74), 32(0.5), 34(0.51), 36(0.7), 39(0.86), 40(0.83), 42(0.64), 44(0.62), 46(0.95), 48(0.61), 51(0.8), 52(0.64), 54(0.64), 56(0.61), 58(0.66), 60(0.82), 62(0.93), 65(0.72), 66(0.78), 68(0.79), 71(0.94), 72(0.8), 74(0.59)
T91: 1(0.78), 3(0.78), 5(0.86), 7(0.64), 9(0.78), 12(0.79), 13(0.9), 16(0.82), 17(0.88), 19(0.65), 21(0.55), 24(0.76), 25(0.5), 27(0.58), 29(0.83), 32(0.82), 34(0.56), 36(0.89), 39(0.99), 40(0.7), 42(0.64), 44(0.56), 46(0.8), 48(0.87), 51(0.76), 52(0.61), 54(0.65), 56(0.65), 58(0.71), 60(0.81), 62(0.89), 64(0.65), 66(0.61), 68(0.64), 71(0.81), 72(0.56), 74(0.85)
T92: 1(0.96), 3(0.82), 5(0.66), 7(1.0), 9(0.9), 11(0.7), 13(0.88), 15(0.96), 17(0.58), 20(0.84), 21(0.73), 24(0.86), 25(0.83), 27(0.74), 29(0.7), 32(0.77), 34(0.56), 36(0.67), 39(0.62), 40(0.77), 42(0.68), 44(0.77), 47(0.5), 48(0.59), 51(0.67), 52(0.94), 54(0.86), 56(0.64), 58(0.57), 60(0.94), 62(0.58), 64(0.83), 66(0.57), 68(0.95), 70(0.64), 72(0.62), 74(0.77)
T93: 1(0.92), 3(0.98), 5(0.93), 7(0.96), 9(0.81), 11(0.97), 13(0.61), 16(0.58), 17(0.89), 20(0.52), 21(0.79), 24(0.99), 25(0.76), 27(0.81), 29(0.69), 32(0.77), 34(0.73), 36(0.74), 39(0.59), 40(0.98), 42(0.76), 44(0.63), 47(0.79), 48(0.82), 51(0.51), 52(0.63), 54(0.6), 56(0.58), 58(0.95), 60(0.75), 62(0.53), 64(0.71), 66(0.59), 68(0.95), 70(0.99), 72(0.88), 74(0.98)
T94: 1(0.79), 3(0.82), 5(0.64), 7(0.63), 9(0.97), 11(0.65), 13(0.85), 15(0.79), 17(0.8), 19(0.94), 21(0.78), 24(0.96), 25(0.77), 27(0.92), 29(0.62), 32(0.81), 34(0.53), 36(0.89), 39(0.65), 40(0.59), 42(0.84), 44(0.61), 46(0.53), 48(0.81), 50(0.87), 52(0.51), 54(0.93), 56(0.82), 58(0.67), 60(0.74), 62(0.6), 64(0.67), 66(0.99), 68(0.91), 70(0.64), 73(0.64), 74(0.86)
T95: 1(0.72), 3(0.97), 5(1.0), 7(0.56), 9(0.99), 11(0.64), 13(0.6), 15(0.79), 17(0.73), 19(0.99), 21(0.63), 24(0.83), 25(0.76), 27(0.76), 29(0.97), 32(0.54), 34(0.64), 36(0.94), 39(0.72), 40(0.51), 42(0.5), 44(0.62), 46(0.85), 48(0.88), 50(0.58), 52(0.55), 54(0.71), 56(0.9), 58(0.87), 60(0.76), 62(0.56), 65(0.73), 66(0.69), 68(0.99), 71(0.53), 73(0.99), 74(0.54)
T96: 1(0.55), 3(0.87), 5(0.73), 7(0.94), 9(0.63), 11(0.74), 13(0.96), 16(0.85), 17(0.9), 19(0.63), 21(0.54), 24(0.78), 25(0.68), 27(0.6), 29(0.68), 32(0.78), 34(0.83), 36(0.56), 39(0.71), 40(0.73), 42(0.61), 44(1.0), 46(0.54), 48(0.95), 50(0.98), 52(1.0), 54(0.6), 56(0.59), 58(0.83), 60(0.61), 62(0.79), 64(0.77), 66(0.9), 68(0.74), 70(0.8), 73(0.87), 74(0.6)
T97: 1(0.84), 3(0.82), 5(0.58), 7(0.56), 9(0.9), 12(0.9), 13(0.52), 16(0.64), 17(0.74), 19(0.79), 21(0.81), 24(0.96), 25(0.68), 27(0.75), 29(0.86), 32(0.51), 34(0.68), 36(0.84), 39(0.61), 40(0.75), 42(0.79), 44(0.85), 46(0.91), 48(0.9), 50(0.67), 52(0.52), 54(0.78), 56(0.85), 58(0.63), 60(0.68), 62(0.82), 64(0.9), 66(0.97), 68(0.52), 71(0.78), 73(0.76), 74(0.67)
T98: 1(0.95), 3(0.93), 5(0.95), 7(0.59), 9(0.86), 11(0.69), 13(0.84), 15(0.53), 17(0.83), 20(0.77), 21(0.77), 24(0.95), 25(0.58), 27(0.92), 29(0.94), 32(0.77), 34(0.75), 36(0.87), 39(0.85), 40(0.75), 42(0.8), 44(0.6), 47(0.99), 48(0.74), 50(0.8), 52(0.93), 54(0.51), 56(0.94), 58(0.84), 60(0.71), 62(0.6), 64(0.82), 66(0.84), 68(0.98), 70(0.77), 73(0.61), 74(0.64)
T99: 1(0.78), 3(0.5), 5(0.95), 7(0.86), 9(0.78), 11(0.88), 13(0.95), 15(0.84), 17(0.76), 19(0.84), 21(0.72), 24(0.65), 25(0.81), 27(0.5), 29(0.9), 32(0.53), 34(0.81), 36(0.63), 39(0.57), 40(0.79), 42(0.57), 44(0.61), 46(0.77), 48(0.84), 51(0.78), 52(0.72), 54(0.7), 56(0.78), 58(0.51), 60(0.81), 62(0.84), 64(0.56), 66(0.87), 68(0.52), 70(0.85), 73(0.83), 74(0.68)
T100: 1(0.52), 3(0.87), 5(0.68), 7(0.54), 9(0.8), 12(0.95), 13(0.69), 16(0.7), 18(0.85), 20(0.79), 21(0.85), 23(0.9), 25(0.71), 27(0.97), 29(0.56), 31(0.88), 34(0.85), 36(0.84), 38(0.51), 40(0.87), 42(0.61), 44(0.74), 46(0.84), 48(0.79), 50(0.9), 52(0.52), 54(0.63), 56(0.57), 58(0.99), 60(0.84), 62(0.96), 64(0.89), 66(0.96), 68(0.58), 70(0.86), 72(0.56), 74(0.99)
T101: 1(0.98), 3(0.74), 5(0.79), 7(0.73), 9(0.93), 12(0.7), 13(0.58), 16(0.9), 18(0.88), 20(0.92), 21(0.96), 23(0.84), 25(0.59), 27(0.61), 29(0.71), 31(0.86), 34(0.75), 36(0.94), 38(0.72), 40(0.71), 42(0.87), 44(0.58), 47(0.73), 48(0.65), 50(0.53), 52(0.88), 54(0.64), 56(0.51), 58(0.96), 60(0.75), 62(0.51), 64(0.81), 66(0.85), 68(0.92), 70(0.85), 72(0.61), 74(0.97)
T102: 1(0.91), 3(0.87), 5(0.69), 7(0.7), 9(0.93), 11(0.63), 13(0.67), 16(0.94), 18(0.61), 20(0.99), 21(0.65), 24(0.77), 25(0.93), 27(0.65), 29(0.61), 31(0.97), 34(0.58), 36(0.57), 38(0.61), 40(0.95), 42(0.56), 44(0.83), 46(0.73), 48(0.8), 50(0.83), 52(0.62), 54(0.87), 56(0.6), 58(0.73), 60(0.55), 62(0.5), 64(0.67), 66(0.57), 68(0.73), 70(0.77), 72(0.71), 74(0.83)
T103: 1(0.89), 3(0.64), 5(0.7), 7(0.8), 9(0.51), 12(0.84), 13(0.56), 16(0.79), 18(0.86), 20(0.63), 21(0.79), 24(0.59), 25(0.87), 27(0.72), 29(0.58), 31(0.76), 34(0.55), 36(0.6), 38(0.87), 40(0.83), 42(0.87), 44(0.67), 46(0.78), 48(0.85), 50(0.53), 52(0.97), 54(0.99), 56(0.9), 58(0.84), 60(0.89), 62(0.74), 64(0.57), 66(0.94), 68(0.52), 70(0.77), 72(0.9), 74(0.54)
T104: 1(0.65), 3(0.78), 5(0.99), 7(0.59), 9(0.53), 11(0.84), 13(0.85), 16(0.8), 18(0.55), 20(1.0), 21(0.66), 24(0.65), 25(0.92), 27(0.61), 29(0.97), 31(0.87), 34(0.86), 36(0.68), 38(0.52), 40(0.95), 42(0.8), 44(0.81), 47(0.78), 48(0.5), 50(0.96), 52(0.84), 54(1.0), 56(0.83), 58(0.54), 60(0.82), 62(0.97), 64(0.67), 66(0.98), 68(0.67), 70(0.92), 72(0.78), 74(0.57)
